Medicine,Symptom_Count,Max_Grade,Chapters_Covered,Top_Chapters,Aggravations_Sample,Ameliorations_Sample,Mind_Rubrics_Sample,Key_Rubrics_Sample
ptel,430,2,20,ABDOMEN(99); HEAD(82); STOMACH(81); EAR(39); MIND(28); MOUTH(18),"CONFUSION of mind (See Concentration) / ascending agg. | CONSTIPATION, alternate days, agg. / alternating with diarrhœa | CONSTIPATION, alternate days, agg. / ineffectual urging and straining | EMPTINESS, eructations, after (agg.) / headache, during | HEAVINESS, weight, oppression (See Fullness) / pressure agg. | PAIN, clothing about the neck agg. / amel., after | PAIN, cramping, griping, sitting, while (agg.) / Umbilicus, region of | PAIN, cutting, sleep, during (agg.) / Temples | PAIN, cutting, sleep, during (agg.) / right | PAIN, hypochondria, lying on back, amel. / left side agg. | PAIN, morning (agg.) / bed, in | PAIN, morning (agg.) / forenoon | PAIN, morning (agg.) / rising, on | PAIN, occiput, warm clothing agg. / forehead, to | PAIN, occiput, warm clothing agg. / left","HEAT, cold water, amel. / flashes of | PAIN / amel. | PAIN, bending double, amel. / diarrhœa, as if, would come on | PAIN, clothing about the neck agg. / amel., after | PAIN, doubling up (See Bending) / amel. | PAIN, drawing up the limbs amel. / after | PAIN, hypochondria, lying on back, amel. / Hypogastrium | PAIN, hypochondria, lying on back, amel. / Iliac region | PAIN, hypochondria, lying on back, amel. / during | PAIN, hypochondria, lying on back, amel. / left side agg. | PAIN, hypochondria, lying on back, amel. / motion, from | PAIN, hypochondria, lying on back, amel. / rapid | PAIN, hypochondria, lying on back, amel. / rising, on | PAIN, inguinal region, extending, pubis / amel. | PAIN, inguinal region, extending, pubis / pressure amel.","COMPANY aversion to | CONCENTRATION active / difficult | CONFUSION of mind (See Concentration) | CONFUSION of mind (See Concentration) / ascending agg. | CONFUSION of mind (See Concentration) / evening | CONFUSION of mind (See Concentration) / night | DULLNESS, sluggishness, difficulty of thinking and comprehending | FORGETFUL (See Memory) | FORGETFUL, mental exertion, from / waking, on | HURRY | HURRY / writing, in | IRRITABILITY (See Anger) | IRRITABILITY (See Anger) / noise, from | MEMORY active (See Ideas) / weakness of (See Mistakes) | MEMORY, weakness of, labor, for mental (compare stupefaction) / names, for proper","[g2|MIND] CONFUSION of mind (See Concentration) / ascending agg. | [g2|MIND] HURRY / writing, in | [g2|HEAD] PAIN, forehead, eyes, above, numbness, followed by / 1 p.m. | [g2|HEAD] PAIN, occiput, sides of, waking, after / with pain in left arm | [g2|HEAD] PAIN, dull, occiput / morning, rising on | [g2|HEAD] PAIN, stitching, sides, extending, deep into brain / walking, while | [g2|HEAD] PERSPIRATION scalp, night / stool, during | [g2|EAR] ERUPTIONS / discharging water | [g2|EAR] ERUPTIONS / purulent | [g2|EAR] ERUPTIONS / white | [g2|EAR] ERUPTIONS / on red base | [g2|EAR] ERUPTIONS, behind ears, moist, sticky / vesicles | [g2|EAR] ERUPTIONS, behind ears, moist, sticky / discharging water | [g2|EAR] PAIN, lying, on right side / on right side | [g2|EAR] PAIN, warmth of bed agg. / spine | [g2|EAR] PAIN, behind ear, right / on waking | [g2|EAR] PAIN, stitching, in, chilliness, on beginning of / lying on right side | [g2|EAR] PULSATION / air, exposure to, agg. | [g2|STOMACH] AVERSION to acids / fats and rich food | [g2|STOMACH] INDIGESTION (Includes Complaints After Substances Not Otherwise Described) : / cheese, after"
puls,2878,2,22,MIND(450); HEAD(437); STOMACH(308); EYE(197); ABDOMEN(197); FACE(174),"AGGLUTINATED | AGGLUTINATED / morning | AGGLUTINATED / night | ANXIETY, evening, bed, in (agg.) / amel. | ANXIETY, evening, bed, in (agg.) / bed, in | ANXIETY, evening, bed, in (agg.) / business, about | ANXIETY, evening, bed, in (agg.) / midnight, before | ANXIETY, evening, bed, in (agg.) / night | ANXIETY, evening, bed, in (agg.) / uneasiness and anxiety, must uncover | ANXIETY, evening, bed, in (agg.) / waking, on | ANXIETY, flatus, from (agg.) / amel. | ANXIETY, flatus, from (agg.) / during (See Dreams) | ANXIETY, flatus, from (agg.) / flushes of heat, during | ANXIETY, flatus, from (agg.) / future, about | ANXIETY, flatus, from (agg.) / health, about","AIR, open, in / amel. | ANXIETY, evening, bed, in (agg.) / amel. | ANXIETY, flatus, from (agg.) / amel. | CATARRH / air, open, amel. | COLD agg. / amel. | CONFUSION, thinking of it agg. / amel. | CONSOLATION agg. / amel. | CORYZA, daytime / amel. | CORYZA, swallowing agg. / walking amel. | CRAWLING in (See Formication, Itching) / amel. | CRAWLING in (See Formication, Itching) / cold applications amel. | CRAWLING in (See Formication, Itching) / place amel. | DIM, left eye / amel. | DIM, left eye / wiping eyes amel. | DULLNESS, sluggishness, difficulty of thinking and comprehending / amel.","ABSENT-MINDED (See Forgetful) | ABSORBED, buried in thought | AFFECTIONATE (See Love, Indifference) | ANGER, irascibility (See Irritability and Quarrelsome) | ANGER, irascibility (See Irritability and Quarrelsome) / ailments after anger with anxiety | ANGER, irascibility (See Irritability and Quarrelsome) / ailments after anger, vexation, etc. | ANGER, irascibility (See Irritability and Quarrelsome) / answer, when obliged to | ANGER, irascibility (See Irritability and Quarrelsome) / silent grief | ANGER, irascibility (See Irritability and Quarrelsome) / with fright | ANGUISH | ANGUISH / daytime | ANGUISH / morning | ANSWERS, abruptly, shortly, curtly / aversion to | ANSWERS, abruptly, shortly, curtly / monosyllable | ANXIETY","[g2|MIND] ABSENT-MINDED (See Forgetful) | [g2|MIND] ANXIETY | [g2|MIND] ANXIETY, evening, bed, in (agg.) / night | [g2|MIND] ANXIETY, chill, during / during | [g2|MIND] ANXIETY, flatus, from (agg.) / hot air, as if in | [g2|MIND] ANXIETY, flatus, from (agg.) / house, in | [g2|MIND] CARRIED, desires to be / slowly | [g2|MIND] CONFUSION of mind (See Concentration) / eating, after | [g2|MIND] CONFUSION, thinking of it agg. / amel. | [g2|MIND] CONFUSION, thinking of it agg. / warm room, in | [g2|MIND] CONSOLATION agg. / amel. | [g2|MIND] DELIRIUM / sleepiness, with | [g2|MIND] DELUSIONS, imaginations, hallucinations, illusions / alone, that she is always | [g2|MIND] DELUSIONS, animals, abdomen, are in / naked man is wrapped in the bedclothes with her | [g2|MIND] DELUSIONS, animals, abdomen, are in / bees, sees | [g2|MIND] DELUSIONS, lip, lower, is swollen / naked man in bed | [g2|MIND] DELUSIONS, walk, cannot walk, must run or hop / evil, are, and will injure his soul | [g2|MIND] DISGUST (See Loathing) | [g2|MIND] DOUBTFUL, recovery, of / soul's welfare, of | [g2|MIND] DULLNESS, sluggishness, difficulty of thinking and comprehending"
puls-n,23,2,9,HEAD(6); ABDOMEN(6); MIND(3); STOMACH(3); FACE(1); THROAT(1),"PAIN, temples, stooping, from (agg.) / noon","SADNESS, morning, rising, after, amel. / afternoon","IRRITABILITY (See Anger) / noise, from | SADNESS, morning, rising, after, amel. / afternoon | SPOKEN TO, averse to being","[g2|HEAD] PAIN, temples, stooping, from (agg.) / noon | [g2|THROAT] PAIN, burning, drinking / waking, on | [g2|ABDOMEN] PAIN, left to right / eating, after | [g2|ABDOMEN] PAIN, iliac region, right / bending, on | [g2|ABDOMEN] PAIN, inguinal region, extending, pubis / after | [g2|KIDNEYS] PULSATION / restless sensation"
pulsating,1,1,1,HEAD(1),,"PAIN, pressing, occiput, sides of, turning the head / pressure amel.",,
pulsation,3,2,3,EYE(1); EAR(1); STOMACH(1),,"PULSATION / air, open, amel.",,"[g2|EYE] PULSATION in eyes | [g2|EAR] PULSATION | [g2|STOMACH] PULSATION / air, open, amel."
pulx,2,1,1,STOOL(2),,,,
pur,8,1,7,KIDNEYS(2); VERTIGO(1); HEAD(1); EAR(1); NOSE(1); MOUTH(1),"PAIN, temples, stooping, from (agg.) / Sides",,,
pustules,1,2,1,MOUTH(1),,,,[g2|MOUTH] PUSTULES / near diseased molar
putrid,1,1,1,THROAT(1),,,,
pyrog,75,2,13,RECTUM(13); HEAD(11); MOUTH(9); STOMACH(8); URINE(8); MIND(7),"CONSTIPATION, alternate days, agg. / insufficient, incomplete, unsatisfactory stools | PAIN, pressing, motion, on (agg.) / pressure amel.","PAIN, occiput, bending head backward, amel. / coughing, on | PAIN, paroxysmal pains / amel. | PAIN, pressing, motion, on (agg.) / pressure amel. | PULSATING, lying, head high, amel. / pressure amel.","ANXIETY | DELIRIUM / closing the eyes, on | DELUSIONS, body adherent to woollen sack, night, while half awake / the whole bed | DELUSIONS, images, phantoms, closing the eyes, on, in bed / self seemed too | DELUSIONS, walk, cannot walk, must run or hop / wealth, imaginations of | LOQUACITY (See Speech) | TALKS to himself","[g2|MIND] DELUSIONS, body adherent to woollen sack, night, while half awake / the whole bed | [g2|MIND] DELUSIONS, images, phantoms, closing the eyes, on, in bed / self seemed too | [g2|STOMACH] THIRST / during | [g2|STOMACH] THIRST / extreme | [g2|ABDOMEN] INFLAMMATION (Peritonitis, Enteritis, etc.)"
pyrus,11,1,4,MIND(7); STOMACH(2); THROAT(1); URETHRA(1),,,"CLAIRVOYANCE | CONFUSION of mind (See Concentration) / identity, as to his | DELUSIONS, head, heavy, his own seemed too / identity, errors of personal | DISCOURAGED | FEAR, dawn, of the return of / happen, something, will | READING, averse to | SELFISHNESS",
r,8,1,4,HEAD(3); STOMACH(2); RECTUM(2); FACE(1),"PAIN, sun, come and go with / touch agg. | PAIN, tenesmus, stool, after (agg.) / after","HEAT, cold water, amel. / Forehead",,
rad,1,1,1,FACE(1),,,,
radiating,1,1,1,ABDOMEN(1),,"PAIN, doubling up (See Bending) / amel.",,
rage,1,2,1,MIND(1),,,"RAGE, fury (See Insanity, Mania, Delirium) / alternating, affectionate disposition, with","[g2|MIND] RAGE, fury (See Insanity, Mania, Delirium) / alternating, affectionate disposition, with"
rambling,1,1,1,MIND(1),,,"DELIRIUM / raging, raving",
ran-,20,1,10,HEAD(6); MOUTH(3); MIND(2); ABDOMEN(2); URETHRA(2); EYE(1),"PAIN, temples, stooping, from (agg.) / evening | PAIN, temples, stooping, from (agg.) / mental exertion | PAIN, temples, stooping, from (agg.) / walking, from | THINKING, aversion to / complaints, of, agg.",,"SIT, inclination to | THINKING, aversion to / complaints, of, agg.",
ran-a,1,1,1,HEAD(1),,,,
ran-b,492,2,16,HEAD(160); MIND(80); ABDOMEN(73); STOMACH(31); NOSE(28); EYE(24),"ANXIETY, evening, bed, in (agg.) / night | ANXIETY, flatus, from (agg.) / future, about | EXERTION of vision agg. (See Looking) | EXERTION, agg. from mental | PAIN, bending head, to one side (agg.) / catarrhal | PAIN, clothing about the neck agg. / after | PAIN, clothing about the neck agg. / during | PAIN, clothing about the neck agg. / eating, before | PAIN, cramping, griping, sitting, while (agg.) / Hypogastrium | PAIN, cramping, griping, sitting, while (agg.) / eating, after | PAIN, cramping, griping, sitting, while (agg.) / supper, after | PAIN, cramping, griping, sitting, while (agg.) / walking, while | PAIN, doubling up (See Bending) / pressure agg. | PAIN, morning (agg.) / bed, in | PAIN, morning (agg.) / forenoon","HEAT, cold water, amel. / Forehead | HEAT, cold water, amel. / coldness of body, with | HEAT, cold water, amel. / evening | HEAT, cold water, amel. / while writing | HEAT, cold water, amel. / writing, on | PAIN, bending double, amel. / after | PAIN, bending double, amel. / cough, during | PAIN, cramping, griping, bending forward amel. / after | PAIN, cramping, griping, bending forward amel. / motion, on | PAIN, evening, on reading and writing / amel. | PAIN, forehead, eyes, above, numbness, followed by / amel. | PAIN, forehead, eyes, above, numbness, followed by / standing amel. | PAIN, forehead, right side / amel. | PAIN, forehead, turning eyes upward / amel. | PAIN, forenoon, 8 a.m. / amel.","ABUSIVE | ABUSIVE / forenoon | ANGER, irascibility (See Irritability and Quarrelsome) | ANGER, irascibility (See Irritability and Quarrelsome) / ailments after anger, vexation, etc. | ANGUISH / forenoon | ANXIETY | ANXIETY / evening | ANXIETY / forenoon | ANXIETY, chill, during / after | ANXIETY, chill, during / eating, before | ANXIETY, evening, bed, in (agg.) / night | ANXIETY, flatus, from (agg.) / future, about | CAREFULNESS | CENSORIOUS, critical | COMPANY aversion to / desire for","[g2|MIND] ABUSIVE / forenoon | [g2|MIND] IRRITABILITY (See Anger) | [g2|MIND] QUARRELSOME / care and discontent | [g2|MIND] SENSITIVE, oversensitive (See Offended) | [g2|HEAD] ENLARGED sensation (See Expanded, Swollen) | [g2|HEAD] FORMICATION / in bed | [g2|HEAD] HEAT, cold water, amel. / while writing | [g2|HEAD] PAIN, rising, from sitting, amel. / spirituous liquors, from | [g2|HEAD] PAIN, forehead, turning eyes upward / wine, after | [g2|HEAD] PAIN, forehead, turning eyes upward / above right | [g2|HEAD] PAIN, forehead, eyes, above, numbness, followed by / standing amel. | [g2|HEAD] PAIN, forehead, eyes, above, numbness, followed by / amel. | [g2|HEAD] PAIN, temples, stooping, from (agg.) / room, on entering | [g2|HEAD] PAIN, nail, as from a, forehead, left side / amel. | [g2|HEAD] PAIN, pressing, thinking of it / amel. | [g2|HEAD] PAIN, pressing, thinking of it / bed, in | [g2|HEAD] PAIN, pressing, thinking of it / supper, after | [g2|HEAD] PAIN, pressing, forehead, weight or stone, as if / air, open, in | [g2|HEAD] PAIN, tearing, rising, on / writing, while | [g2|HEAD] PAIN, tearing, vertex, morning / standing, while"
ran-s,280,2,19,HEAD(56); STOMACH(43); MIND(26); ABDOMEN(25); MOUTH(24); EYE(17),"CHOKING, clothing agg. / bread | PAIN, pressing, hypogastrium, walking, while (agg.) / Liver | PAIN, pressing, hypogastrium, walking, while (agg.) / Umbilicus, region of | PAIN, pressing, motion, on (agg.) / outward | PAIN, pressing, pressure agg. (See Soreness) / pressure agg. (See Soreness) | PAIN, sore, clothing agg. / stitching | PAIN, stunning, stupefying, cold agg. / morning | PAIN, temples, stooping, from (agg.) / Biting | PAIN, temples, stooping, from (agg.) / Boring, digging, screwing | PAIN, temples, stooping, from (agg.) / Occiput | PAIN, temples, stooping, from (agg.) / Vertex | PAIN, walking, compelled to stand or walk / warm room agg. | PAIN, warmth of bed agg. / behind ear | PAIN, warmth, of bed agg. / ear | PAIN, yawning, when (agg.) / Pharynx","HEAT, cold water, amel. / warm room | ITCHING of scalp / amel. | PAIN, air, open, amel. / room, in | PAIN, bending double, amel. / diarrhœa, as if, would come on | PAIN, drawing up the limbs amel. / fainting, with | PAIN, lying, with legs drawn up amel. / pressure | PAIN, paroxysmal pains / amel. | PAIN, pressing, vertex, binding head up amel. / inward | PAIN, rising, from sitting, amel. / decreasing gradually | PAIN, rising, from sitting, amel. / entering a, on | PAIN, rising, from sitting, amel. / spot, pain in small | PAIN, stool, after, amel. / breathing | PAIN, stool, after, amel. / downward | SADNESS, morning, rising, after, amel. / evening | UNCONSCIOUSNESS, rubbing soles of feet amel. / vertigo, during","ANXIETY | CONCENTRATION active / difficult | CONFUSION of mind (See Concentration) / morning | DELIRIUM | DELUSIONS, conspiracies against her father, thought the landlord's bills were / persons, sees | DELUSIONS, travelling, of, through worlds / vermin, sees crawl about | DISCOURAGED / evening | DULLNESS, sluggishness, difficulty of thinking and comprehending | EXCITEMENT, excitable / bed, in | HYDROPHOBIA | INDOLENCE, afternoon / evening | INDOLENCE, aversion to work | INDOLENCE, aversion to work / morning | IRRITABILITY (See Anger) | LAUGHING","[g2|HEAD] PAIN, temples, stooping, from (agg.) / Vertex | [g2|HEAD] PAIN, dull, occiput / otalgia, with | [g2|HEAD] PAIN, nail, as from a, forehead, left side / gnawing | [g2|EYE] PAIN, evening, on reading and writing / quick | [g2|EAR] PAIN, behind ear, right / evening | [g2|FACE] COBWEBS, sensation of / evening | [g2|FACE] PAIN, sun, come and go with / after | [g2|MOUTH] DENUDED spots, Tongue (See Mucous Membrane) | [g2|MOUTH] PAIN, burning, raw and smarting / spots | [g2|TEETH] PAIN, extending, temples / morning | [g2|THROAT] CHOKING, clothing agg. / bread | [g2|EXTERNAL THROAT] PAIN / Throat-pit | [g2|STOMACH] ERUCTATIONS, meat, tasting of / evening | [g2|STOMACH] NAUSEA / after | [g2|ABDOMEN] CROAKING (See Rumbling) / DIARRHŒA, sensation as if, would come on | [g2|ABDOMEN] PAIN, bending double, amel. / diarrhœa, as if, would come on | [g2|ABDOMEN] PLUG, sensation of, behind navel | [g2|RECTUM] PAIN, burning, prolapsed, in the / tickling | [g2|URETHRA] PAIN / after"
raph,327,2,21,STOMACH(57); HEAD(49); ABDOMEN(48); MIND(39); THROAT(21); EAR(14),"ANXIETY, flatus, from (agg.) / during | CRAWLING in (See Formication, Itching) / lying agg. | PAIN, clothing about the neck agg. / after | PAIN, cramping, griping, sitting, while (agg.) / Umbilicus, region of | PAIN, pressing, hypogastrium, walking, while (agg.) / Liver | PAIN, pressing, hypogastrium, walking, while (agg.) / Umbilicus, region of | PAIN, pressing, pressure agg. (See Soreness) / sore, bruised, beaten (tenderness) | PAIN, pressing, umbilicus, region of, afternoon / clothing agg. | PAIN, sore, bruised, jarring agg. / walking, while | PAIN, sore, bruised, occiput, motion, on (agg.) / Stitching | PAIN, sore, bruised, occiput, motion, on (agg.) / eminence frontal | PAIN, sore, clothing agg. / stitching | PAIN, temples, stooping, from (agg.) / eyes out | PAIN, weather, warm, begins with the (agg.) / Forehead, in | PAIN, yawning, when (agg.) / Tonsils","NAUSEA, abdomen, on compressing / amel. | PAIN, bending double, amel. / after | PAIN, cramping, griping, bending forward amel. / drinking water, after | PAIN, cramping, griping, bending forward amel. / milk, after | PAIN, cramping, griping, bending forward amel. / motion, on | PAIN, drawing up the limbs amel. / amel. | PAIN, hypochondria, lying on back, amel. / menses, before | PAIN, occiput, bending head backward, amel. / amel. | PAIN, pressure, cold hand amel. / riding in a carriage | PAIN, rising, from sitting, amel. / after | PAIN, rising, from sitting, amel. / amel. | PAIN, rising, from sitting, amel. / walking, while (See Motion, Stepping) | PAIN, shooting, temples, pressure amel. / Sore bruised, sensitive to pressure | PULSATING, lying, head high, amel. / mental exertion, from | SADNESS, morning, rising, after, amel. / amel.","ANXIETY | ANXIETY, flatus, from (agg.) / during | CAPRICIOUSNESS | CHILDREN, aversion to / especially little girls (a woman) | CONCENTRATION active / difficult | CONFUSION of mind (See Concentration) | CONFUSION of mind (See Concentration) / night | CONFUSION of mind (See Concentration) / rising, on | DELUSIONS, die, time has come to / unrecognized, has an | DELUSIONS, lip, lower, is swollen / places, of being in different | DELUSIONS, stabbed, that he had, a person who passed him on the street / talking, fancies herself | EXCITEMENT, excitable | FEAR (See Anxiety) | FEAR (See Anxiety) / burden, of becoming a | FEAR, dawn, of the return of / death, of","[g2|MIND] CHILDREN, aversion to / especially little girls (a woman) | [g2|MIND] DELUSIONS, die, time has come to / unrecognized, has an | [g2|MIND] DELUSIONS, stabbed, that he had, a person who passed him on the street / talking, fancies herself | [g2|MIND] FEAR (See Anxiety) / burden, of becoming a | [g2|MIND] FORGETFUL (See Memory) / menses, during | [g2|MIND] HYSTERIA / first day of | [g2|MIND] MOANING, groaning (See Lamenting) / weakness | [g2|MIND] SADNESS, morning, rising, after, amel. / amel. | [g2|MIND] WOMEN, aversion to / aversion to her own sex | [g2|HEAD] PAIN, occiput, sides of, waking, after / turning eye outward | [g2|HEAD] PAIN, temples, stooping, from (agg.) / eyes out | [g2|HEAD] SHOCKS, blows, jerks, etc. (See Jerking Pain, Pulsation, Plug, Nail) / hawking, on | [g2|HEAD] SHOCKS, blows, jerks, etc. (See Jerking Pain, Pulsation, Plug, Nail) / writing, while | [g2|EAR] PAIN, lying, on right side / tobacco, from | [g2|EAR] PAIN, lying, on right side / turning eyes outward, on | [g2|EAR] PAIN, cramp in, evening / pressing on ear | [g2|EAR] STOPPED sensation, left / writing, while | [g2|NOSE] ODORS, imaginary and real, acid / horse-radish | [g2|FACE] DISCOLORATION, pale, lips, menses, during / morning | [g2|THROAT] CHOKING, constricting (See Larynx) / 5 a.m."
